omim_id	entrez_id
159900	8910
159950	427
160120	3736
160150	1785
160150	64419
160500	4625
160565	6786
160800	1180
160900	1760
160980	5573
161000	3861
161050	8323
161200	4010
161400	3060
161800	58
162000	7369
162091	4771
162091	6598
162100	10801
162200	4763
162210	4763
162300	5979
162350	80331
162400	10558
162500	5376
162800	1991
162830	1441
162900	2261
162900	3265
162900	4893
162900	5290
163000	2776
163200	3265
163200	3845
163200	4893
163500	5158
163800	10021
163950	5604
163950	5781
163950	673
164200	2697
164210	10992
164230	3356
164230	6532
164280	4613
164300	8106
164310	29967
164400	6310
164500	6314
164745	2535
165300	80207
165500	4976
165510	6742
165550	5080
165720	2487
165800	176
166200	1277
166210	1277
166210	1278
166220	1277
166220	1278
166250	2260
166260	203859
166300	9935
166350	2778
166600	1186
166700	23592
166710	1277
166710	1278
166710	799
166710	8572
166760	144568
166780	2138
166900	6521
167000	1499
167000	2064
167000	207
167000	4978
167000	5071
167000	5290
167000	999
167030	10861
167100	6578
167200	3868
167210	3872
167250	8878
167320	7415
167400	6335
167800	1080
167800	11330
167800	5644
167800	5645
167800	6690
167870	1312
168000	6392
168300	6329
168400	59341
168500	4488
168550	4488
168600	126
168600	2629
168600	2747
168600	4137
168600	4576
168600	4929
168600	6311
168600	6315
168600	6908
168600	9627
168601	6622
168605	1639
169100	7021
169150	5961
169400	3930
169500	4001
169600	27032
170100	5184
170390	3759
170400	6329
170400	779
170500	6329
170650	1075
171200	5726
171300	4149
171300	55654
171300	5979
171300	6390
171300	6392
171300	7428
171400	5979
172700	4137
172700	5663
172800	3815
172870	23418
173100	2688
173200	79092
173600	201163
173650	55612
173900	5310
174000	4582
174050	5589
174200	2737
174300	83479
174400	2735
174500	64327
174700	2737
174800	2778
174810	8792
174900	4089
174900	657
175050	4089
175100	324
175100	324
175200	6794
175510	5156
175700	2737
175780	1282
175800	10654
175900	4598
176000	3145
176100	3077
176100	7389
176200	3077
176200	5498
176270	100033413
176270	10108
176270	145624
176270	23742
176270	338433
176270	3653
176270	54551
176270	7681
176270	791114
176270	8924
176305	3209
176400	84634
176410	3973
176430	701
176450	3110
176500	9445
176670	4000
176807	11200
176807	1316
176807	367
176807	4601
176807	463
176807	5728
176807	675
176807	8379
176807	999
176860	5624
176920	207
177000	2235
177170	1311
177200	6338
177650	4016
177735	4306
177820	2811
177850	368
177900	3107
178110	4621
178300	79776
178500	6440
178500	7015
178500	727897
178500	729238
178600	659
179300	4091
179620	977
179800	6521
179850	3852
180000	1282
180100	6101
180104	6100
180105	3614
180200	5925
180295	23405
180300	26191
180300	3586
180300	4261
180300	4795
180300	51744
180300	6583
180500	5308
180550	5308
180700	1855
180700	7474
180750	7291
180800	4359
180800	5376
180849	1387
180849	2033
180860	105259599
180860	3481
180920	2255
181000	3123
181030	5324
181270	284252
181350	4000
181400	1674
181405	59341
181450	6926
181500	1116
181500	1312
181500	1814
181500	23780
181500	267012
181500	27184
181500	3356
181500	4524
181500	65078
181500	6854
181500	80832
181600	56916
182000	5290
182170	3313
182212	6497
182230	8820
182250	64135
182280	5925
182290	10743
182410	51816
182600	51062
182601	6683
182900	286
182940	57216
182940	6347
182940	6862
182940	80199
182940	81839
182980	9217
183086	773
183090	6311
183600	1749
183900	1280
184095	59341
184250	1280
184252	59341
184255	1280
184255	2335
184260	9321
184450	23431
184460	9241
184500	3872
184840	1302
184900	2200
185000	6005
185020	6521
185070	6786
185300	2776
185500	2006
185800	9241
186000	3239
186100	2697
186200	64327
186300	3239
186500	9241
186550	5307
186570	9241
186580	64127
187300	2022
187500	1482
187500	182
187500	23414
187500	2626
187500	2627
187500	6899
187600	2261
187601	2261
187800	3674
187900	8328
187950	10019
187950	7066
187950	811
188000	22852
188050	2147
188050	2162
188050	3026
188050	4524
188055	2153
188400	6899
188470	3265
188470	4893
188470	57522
188470	9562
188550	7080
188570	7068
188580	779
188740	64327
188890	1137
188890	1548
188890	6531
188890	9568
189500	4487
189800	4846
190300	1814
190320	1747
190330	2250
190350	7227
190351	7227
190440	2260
190605	64327
190685	2623
190900	611
191100	7248
191480	51702
191800	1136
191830	8516
191900	114548
192315	11277
192430	54487
192430	6899
192430	8214
192430	8220
192430	9993
192500	3784
192500	3784
192600	4624
192600	4625
192600	85366
192600	859
192605	2771
192950	3236
193003	2259
193100	8074
193220	7439
193230	3769
193235	726
193300	595
193300	7428
193400	7450
193500	5077
193510	4286
193520	4763
193530	132884
193530	2121
193670	7852
193700	4621
193900	3851
194050	2006
194050	51085
194070	2239
194070	2719
194070	283120
194070	3481
194070	675
194070	7490
194071	105259599
194072	5080
194072	7490
194080	7490
194190	10815
194190	1487
194190	3954
194190	53834
194190	7467
194190	7468
194200	51422
194300	121391
194380	9780
200100	4547
200110	117581
200150	23230
200500	64327
200600	9321
200610	1280
200700	8200
200950	53
200990	374654
201000	51715
201100	55630
201250	8200
201300	54463
201300	547
201300	6335
201300	65125
201400	9095
201450	34
201470	35
201475	37
201710	6770
201750	5447
201810	3284
201910	1589
202010	1584
202110	1586
202200	4158
202300	7157
202370	5830
202400	2243
202400	2244
202400	2266
202650	5396
202700	1991
203100	7299
203200	4157
203200	4948
203290	7306
203300	3257
203400	1585
203450	2670
203500	3081
203650	197
203655	55806
203700	5428
203740	4967
203750	38
203780	1285
203780	1286
203800	7840
204000	3000
204100	6121
204200	1201
204300	54982
204500	1200
204650	10117
204690	54757
204700	9622
204750	55526
204870	4070
205100	57679
205400	19
205950	54977
206100	4891
206200	164656
206500	55521
206700	3708
206800	343637
206900	4990
206900	6657
206920	64093
207410	2263
207410	5447
207750	344
207800	383
207900	435
208000	5167
208050	81031
208085	26276
208100	57222
208150	4593
208230	8838
208250	10216
208400	175
208530	2657
208540	27031
208550	30009
208550	5732
208900	472
208920	54840
209300	7018
209500	55806
209850	6638
209880	8929
209885	117581
209900	582
209900	79140
209900	84100
209920	4261
209920	5993
209920	5994
209920	8625
209950	3459
210000	4976
210100	64902
210200	56922
210210	64087
210250	64241
210370	285440
210600	545
210710	100151683
210720	5116
210750	123041
210900	641
211180	10436
211380	1009
211400	1080
211400	6338
211500	113278
211530	113278
211600	5205
211750	10225
211800	4907
211900	2591
211980	1326
211980	1548
211980	1956
211980	2064
211980	2074
211980	356
211980	3659
211980	3845
211980	5002
211980	5071
211980	5290
211980	5519
211980	673
211980	841
212050	64170
212065	5373
212066	4247
212070	1369
212093	5337
212112	4000
212138	788
212140	6584
212350	55750
212500	221496
212550	4990
212720	25782
212750	3117
212750	3119
212780	4038
212840	54476
213000	55074
213200	23203
213300	56623
213600	5155
213600	5159
213600	6575
213700	1593
213980	54499
214100	5189
214110	5830
214150	2074
214300	4222
214350	54101
214400	54332
214450	4644
214500	1130
214700	1811
214800	55636
214950	23600
215045	5745
215100	5191
215140	3930
215150	1302
215300	2131
215470	10908
215500	3000
215600	3875
215700	445
216100	157570
216340	9896
216360	91147
216400	1161
216550	157680
216820	6297
216900	1261
217000	717
217080	26504
217085	51057
217090	5340
217095	137814
217095	1482
217095	2627
217095	6899
217300	11081
217400	83959
217700	83959
217800	4166
218000	9990
218030	3291
218040	3265
218330	55764
218340	113246
218400	2697
218600	9401
218700	7849
218800	54658
219000	80144
219050	3640
219080	2778
219090	9049
219090	9101
219100	10516
219150	5832
219200	23545
219500	1491
219700	1080
219700	2212
219700	7040
219730	286204
219750	1497
219800	1497
219900	1497
220100	11136
220100	6519
220110	4570
220110	4574
220110	6834
220111	10128
220120	132158
220150	116085
220210	9897
220290	10804
220290	2706
220290	2707
220400	3784
220500	57465
220600	1749
221200	84189
221750	8022
221770	7305
221820	1436
221900	220202
222100	26191
222100	3569
222100	3710
222100	6927
222300	7466
222448	4036
222470	9652
222600	1836
222700	9056
222730	6505
222748	1807
222765	8443
222800	669
222900	6476
223000	3938
223100	4175
223360	1621
223800	54808
223900	8518
224050	7436
224100	10483
224120	146059
224230	55505
224230	55651
224410	3339
224500	3208
224690	4998
224750	80326
224900	10913
224900	128178
225060	5818
225100	54507
225200	54507
225250	1482
225280	1001
225300	7480
225320	1278
225400	5351
225410	9509
225500	132884
225500	2121
225750	11277
225753	283989
225790	55640
226200	5651
226300	1604
226400	11322
226600	1294
226600	4312
226650	3914
226670	5339
226700	3909
226700	3914
226700	3918
226730	3691
226730	5339
226750	79641
226900	1836
226960	100151683
226980	9451
226990	3394
227220	4948
227220	8924
227240	51151
227260	117581
227300	3998
227400	2153
227500	2155
227600	2159
227645	2176
227646	2177
227650	2175
227810	6514
228000	427
228300	3972
228520	1301
228550	5159
228600	118429
228900	8200
228930	7476
228960	3827
228980	5322
229050	113235
229070	2488
229100	10841
229200	84627
229300	2395
229600	229
229700	2203
229800	3795
230000	2517
230200	2584
230350	2582
230400	2592
230450	2729
230500	2720
230600	2720
230650	2720
230740	84168
230800	2629
230900	2629
231000	2629
231005	2629
231050	9719
231070	92344
231090	199713
231095	6916
231200	2811
231200	2812
231200	2815
231300	1545
231530	3033
231550	8086
231670	2639
231680	2108
231680	2109
231680	2110
231690	79783
231900	2937
231950	2678
232200	2538
232220	2542
232240	2542
232300	2548
232400	178
232500	2632
232600	5837
232700	5836
232800	5213
233100	6524
233300	2492
233400	3295
233420	50846
233600	10525
233650	5896
233650	5897
233690	1535
233700	653361
233710	4688
233910	2643
234000	2161
234050	136647
234200	80025
234500	340024
234580	5189
234810	440275
235200	3077
235200	650
235400	10878
235400	3075
235400	3078
235510	147372
235550	3431
235555	6718
235700	3098
235730	9839
235800	3034
236000	200942
236200	875
236250	4524
236270	4552
236500	55165
236600	440193
236670	10585
236670	2218
236670	29954
236670	79147
236670	9215
236680	219844
236690	80217
236700	8195
236730	60495
236792	79944
236800	8942
237300	1373
237310	162417
237450	10599
237450	28234
237500	1244
237900	54658
238320	3973
238600	4023
238700	10157
238970	10166
239000	4982
239200	846
239300	55650
239500	5625
239510	8659
239850	10060
240300	326
240500	115650
240500	1380
240500	23495
240500	29851
240500	930
240600	2998
240800	6833
240900	208
241080	80067
241200	3758
241410	6905
241500	249
241510	249
241520	1758
241530	142680
241600	567
241800	6608
241850	2304
242100	242
242100	59344
242150	162
242300	7051
242500	26154
242600	153201
242840	57724
242860	1789
242900	50485
243000	6335
243060	6795
243150	57217
243180	2065
243300	5205
243310	60
243400	10
243500	3712
243605	1063
243700	81704
243800	197131
244200	128674
244400	27019
244450	89910
244460	6905
245000	1075
245010	1075
245050	5019
245150	4256
245200	2581
245300	5621
245340	6566
245348	1737
245349	8050
245400	8802
245450	197257
245480	1053
245570	2903
245590	6777
245600	26229
245600	9469
245660	3909
245800	10908
245900	3931
246200	3643
246300	7097
246450	3155
246650	64788
246700	51128
246900	1738
247100	1893
247420	4059
248000	51256
248190	149461
248200	24
248250	10686
248300	57152
248340	10584
248360	23417
248370	4000
248390	9533
248450	158326
248500	4125
248510	4126
248600	1629
248600	593
248600	594
248700	63895
248800	64374
248900	51324
249000	54903
249100	4210
249210	4638
249270	10560
249400	4893
249420	285590
249500	8492
249700	6473
249900	5660
250100	410
250220	2879
250250	6023
250400	4322
250410	10283
250460	6023
250620	26275
250790	1528
250800	1727
250850	4143
250940	4548
250950	549
251000	4594
251100	166785
251110	326625
251120	84693
251200	79648
251230	29980
251255	5932
251260	4683
251270	85378
251280	51294
251290	100506658
251300	84942
251450	124583
251750	4053
251850	4645
251880	1716
251900	112812
251950	50640
252010	4724
252011	6389
252150	4337
252160	4338
252270	219285
252500	79158
252600	79158
252605	84572
252650	57192
252900	6448
252920	4669
252930	138050
252940	2799
253000	2588
253010	2720
253200	411
253220	2990
253250	4591
253260	686
253270	3141
253280	55624
253290	1134
253290	1144
253290	1146
253300	6606
253310	2733
253400	6606
253400	6607
253550	6606
253600	825
253601	8291
253700	6445
253800	2218
254090	1291
254090	1292
254090	1293
254110	22954
254130	8291
254210	1103
254300	285489
254450	10019
254450	3717
254450	4352
254450	811
254500	3981
254500	595
254600	4353
254770	114327
254780	378884
254780	7957
254800	1476
254900	950
254940	389827
255100	80308
255110	1376
255120	1374
255125	23479
255160	4625
255200	274
255310	7170
255320	6261
255600	1292
255700	1180
255800	3339
255960	5573
255995	246329
256020	4010
256030	4703
256040	5696
256050	1836
256100	4867
256300	4868
256370	7490
256450	6833
256500	11005
256520	26227
256540	5476
256550	4758
256600	8398
256700	23095
256730	5538
256731	1203
256800	4914
256810	4358
256840	22948
256850	8139
257200	6609
257220	4864
257270	2916
257300	701
257320	5649
257400	6091
257850	2697
257920	5648
257980	80326
258100	6295
258150	10388
258315	10082
258450	5428
258480	3636
258501	80207
258660	2811
258860	26123
258870	4942
258900	7372
259050	26137
259100	3248
259420	1277
259420	1278
259440	5479
259450	60681
259500	11200
259500	5925
259500	7157
259600	4313
259700	10312
259710	8600
259720	28962
259730	760
259770	4041
259775	56975
259900	189
260000	9380
260005	26873
260300	25793
260350	3845
260350	4089
260350	6794
260350	7157
260370	3651
260400	134218
260400	51119
260400	6729
260500	7157
260540	4137
260565	9326
260570	1053
260600	9255
260660	6913
260800	51181
260920	4598
261000	2694
261100	8029
261500	8288
261515	3295
261540	145173
261550	268
261550	269
261600	5053
261630	5860
261640	5805
261650	5106
261670	5224
261680	5105
261740	51422
261750	5257
261990	341208
262000	617
262190	3643
262300	54714
262400	2688
262500	2690
262600	5626
262650	2688
262700	89884
262850	5345
262890	196527
263200	5314
263210	79796
263300	3717
263400	7428
263520	4750
263570	2632
263650	54101
263700	7390
263750	1723
263800	6559
264070	5092
264080	5241
264090	11128
264300	3293
264350	6337
264470	51
264600	6716
264700	1594
264800	368
264800	64131
264800	64132
265000	1146
265050	78989
265100	10568
265120	6439
265380	2294
265400	79572
265450	659
265800	1513
265900	6424
266100	501
266120	51251
266130	2937
266140	6708
266150	5091
266200	5313
266265	55343
266280	9401
266300	4157
266500	5191
266500	5264
266510	5193
266600	3569
266600	64127
266900	4867
266920	9742
267000	129563
267010	27031
267300	525
267430	1636
267430	183
267430	185
267430	5972
267500	204
267750	80781
268000	1259
268000	1406
268000	157657
268000	23746
268000	5148
268000	5949
268000	6094
268000	7401
268000	84100
268000	9227
268100	10002
268130	26277
268150	6005
268200	23175
268210	5002
268220	2308
268220	5077
268220	5081
268300	157570
268305	9775
268310	4920
268315	50484
268400	9401
268800	3074
268900	1757
269150	26040
269160	2018
269160	6469
269160	6496
269250	23169
269400	7837
269500	50964
269600	348
269700	26580
269840	7535
269880	5295
269920	26503
269921	10020
270100	4838
270200	224
270300	1041
270400	1717
270420	10653
270450	3480
270550	26278
270685	26580
270700	23503
270750	25778
270800	9420
270960	50511
270970	6708
271150	6606
271245	56652
271400	3921
271510	4796
271640	126792
271665	4921
271700	1280
271900	443
271930	23636
271980	7915
272120	6331
272200	285362
272300	6821
272430	9244
272440	150468
272460	2317
272750	2760
272800	3073
273250	57647
273300	2261
273300	3815
273300	6794
273300	8915
273395	7473
273750	9820
273800	3674
273900	2533
274000	9939
274150	11093
274270	1806
274300	7068
274400	6528
274500	7173
274600	2299
274600	3766
274600	5172
274700	7038
274800	389434
274900	405753
275100	7252
275120	7200
275200	7253
275210	10269
275350	6948
275355	3621
275355	8795
275400	10908
275630	51099
275900	23111
276300	4292
276400	2492
276600	6898
276700	2184
276710	3242
276820	7476
276880	131669
276900	10083
276900	4647
276901	7399
276901	79955
276902	7401
276904	10083
277170	65250
277180	1080
277300	10683
277300	145873
277380	55788
277400	25974
277400	5052
277410	27249
277440	7421
277450	2677
277460	7274
277470	283989
277480	7450
277580	1910
277590	2146
277600	81794
277700	7486
277900	540
277950	4323
278000	3988
278150	10161
278250	23545
278300	7498
278700	7507
278720	7508
278730	2068
278740	1643
278750	5429
278760	2072
278780	2073
278800	2074
280000	9487
300000	4281
300004	170302
300009	1184
300018	190
300029	6103
300048	2316
300049	2316
300055	4204
300066	23676
300067	1641
300068	367
300071	778
300087	7503
300088	57526
300100	215
300106	633
300114	1183
300115	6853
300123	6658
300143	11141
300148	1968
300166	54880
300200	190
300209	8481
300210	7102
300215	170302
300232	9131
300238	27316
300243	10479
300244	2316
300257	3920
300260	4204
300261	9130
300263	23133
300271	116442
300280	2273
300291	8517
300299	7454
300310	30011
300321	2316
300322	3251
300323	3251
300352	6535
300354	8450
300367	2623
300373	139285
300376	1756
300387	2182
300400	3561
300419	170302
300422	8573
300423	10159
300424	8481
300425	54413
300438	3028
300448	546
300455	6103
300472	3476
300475	10134
300476	778
300486	4983
300489	538
300491	6853
300495	57502
300496	4204
300500	4935
300510	9210
300511	1730
300514	2187
300523	6567
300534	8242
300539	554
300554	1184
300555	4952
300558	5063
300559	5255
300582	6473
300590	8243
300600	778
300604	79983
300607	23229
300614	9131
300615	4128
300622	29071
300623	2332
300624	2332
300633	367
300635	331
300636	8517
300643	27286
300645	1536
300653	5230
300659	254065
300661	5631
300672	6792
300673	4204
300676	65109
300695	2273
300696	2273
300699	2892
300707	92002
300717	2273
300718	2273
300749	8573
300751	212
300752	212
300755	695
300758	10046
300770	1438
300799	51114
300802	6855
300803	7552
300804	8481
300807	2158
300813	6757
300814	4935
300815	116442
300815	1193
300816	9131
300818	5277
300830	139411
300831	50814
300834	6103
300835	2623
300842	7504
300844	6197
300847	6134
300849	2664
300850	1741
300853	84061
300854	7030
300855	8260
300857	29978
300860	7319
300863	10013
300867	7403
300868	5277
300872	55217
300882	55869
300884	79868
300886	1193
300887	1349
300888	3547
300894	11152
300895	9968
300896	7355
300905	5165
300908	2539
300908	8573
300909	7512
300910	5358
300911	10159
300912	340533
300914	1288
300915	3149
300918	51360
300919	8239
300923	24137
300928	11043
300932	6906
300934	6748
300942	83550
300943	83550
300946	90121
300952	54539
300953	7737
300957	57187
300958	1654
300960	10682
300963	28952
300966	6872
300967	4841
300968	8239
300971	10916
300972	537
300978	51132
300982	80311
300983	9758
300984	389856
300985	10149
300986	3188
300988	4478
300989	633
300990	9949
300991	139212
300997	8473
300998	6134
301000	7454
301006	8270
301008	22866
301010	407
301013	63932
301014	51360
301015	286410
301018	114928
301020	4694
301021	54539
301022	10735
301024	84679
301025	90161
301026	2239
301028	54885
301029	63035
301030	5422
301031	84061
301032	10943
301033	6907
301035	8471
301039	79576
301040	546
301041	55906
301043	10735
301044	8243
301045	10159
301050	1287
301051	51284
301052	2158
301054	7317
301056	55593
301058	2258
301059	286464
301060	9075
301066	7030
301068	9968
301071	2157
301072	5277
301074	2000
301075	23676
301076	2742
301077	93953
301078	51311
301080	51284
301081	8517
301082	54440
301083	2623
301091	2556
301094	9338
301095	2258
301099	6756
301101	83844
301106	54967
301107	84631
301200	265
301220	5422
301310	22
301500	2717
301830	7317
301835	5631
301900	84295
302045	1756
302060	6901
302200	4810
302350	4810
302500	492
302800	2705
302905	50945
302950	415
302960	10682
303100	1121
303350	3897
303400	50945
303600	6197
303700	2652
303700	5956
303800	2652
303900	5956
304020	6103
304100	3897
304110	1947
304120	2316
304150	538
304340	8905
304400	10804
304400	2706
304400	5456
304500	5631
304700	1678
304790	50943
304800	554
305000	1736
305100	1896
305390	4693
305400	2245
305450	9968
305600	64840
305620	2316
306000	5256
306400	1536
306700	2157
306900	2158
306955	7547
307000	3897
307030	2710
307200	695
307800	5251
308050	50814
308100	412
308205	51360
308230	959
308240	331
308240	4068
308300	8517
308350	170302
308700	3730
308800	51360
308905	4007
308990	1184
309000	4952
309120	56159
309300	91851
309350	2316
309400	538
309500	10084
309510	170302
309520	9968
309530	23096
309541	3054
309548	2334
309549	24140
309580	546
309583	6611
309585	81887
309590	10075
309630	8823
309800	54880
309800	8260
309801	1349
309801	3052
309801	54539
309900	3423
310200	1756
310300	2010
310400	4534
310440	203547
310468	1184
310490	9131
310500	60506
310600	4693
310700	90167
311070	5631
311200	8481
311250	5009
311300	2316
311360	2332
311510	116442
311900	8241
312000	6658
312060	5199
312080	5354
312170	5160
312300	367
312600	6102
312700	6247
312750	4204
312863	3561
312870	2239
312870	2719
312920	5354
313200	367
313400	6399
313500	1896
313900	7454
314050	2623
314250	6872
314390	2187
